transaction_id,date,amount,description,category,is_anomaly
TRX-000035,2023-09-08 22:59:04,-805.64,Інтернет оплата,Оплата послуг,False
TRX-000036,2025-01-29 00:32:28,7116.63,Стипендія,Дохід,False
TRX-000037,2024-04-22 16:57:27,-541.77,Сільпо,Їжа та Продукти,False
TRX-000038,2023-05-03 08:16:32,4161.32,Повернення боргу,Дохід,False
TRX-000039,2025-04-07 12:43:31,-937.45,Rozetka.ua замовлення,Покупки,False
TRX-000040,2025-05-04 02:09:49,-539.37,Піцерія Domino's,Їжа та Продукти,False
TRX-000041,2024-10-19 07:43:32,-1369.23,Невідомий платіж,Інше,False
TRX-000042,2023-11-09 11:27:18,-2137.09,Одяг Zara,Покупки,False
TRX-000043,2024-08-03 02:07:31,-282.65,Проїзд в автобусі,Транспорт,False
TRX-000044,2024-01-21 02:35:28,-439.78,Несанкціонована транзакція: Фора,Інше,True
TRX-000045,2023-01-12 04:05:38,6085.91,Зарплата,Дохід,False
TRX-000046,2023-02-18 19:09:35,-640.08,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-000047,2024-03-08 14:23:05,-815.74,Клуб 'Атлас',Розваги,False
TRX-000048,2025-06-06 02:01:46,-864.28,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000049,2024-09-24 08:17:43,-568.72,АТБ,Їжа та Продукти,False
TRX-000050,2024-07-04 09:10:14,-35.54,Укрзалізниця квиток,Транспорт,False
TRX-000051,2023-03-26 03:38:53,-1129.63,Шахрайський переказ: Кінотеатр Multiplex,Інше,True
TRX-000052,2024-01-22 06:34:48,-422.98,Піцерія Domino's,Їжа та Продукти,False
TRX-000053,2024-10-17 08:53:15,-364.62,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000054,2023-04-28 02:33:08,-391.75,Проїзд в автобусі,Транспорт,False
TRX-000055,2025-04-19 18:34:44,-1515.5,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-000056,2024-01-03 04:51:58,-686.26,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000057,2024-09-14 23:51:56,-580.39,Клініка 'Борис',Здоров'я та Краса,False
TRX-000058,2024-08-29 11:58:41,-438.16,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000059,2025-05-13 08:32:41,-1132.51,Steam покупки,Розваги,False
TRX-000060,2024-04-05 22:04:10,-695.11,АТБ,Їжа та Продукти,False
TRX-000061,2025-04-22 06:30:08,10083.3,Стипендія,Дохід,False
TRX-000062,2025-06-26 11:43:09,-553.59,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000063,2025-02-27 21:13:07,7574.66,Переказ від родичів,Дохід,False
TRX-000064,2023-04-16 13:45:52,-521.52,Клуб 'Атлас',Розваги,False
TRX-000065,2025-06-03 23:02:19,-6251.49,Аномально велика витрата: Піцерія Domino's,Їжа та Продукти,True
TRX-000066,2025-06-25 16:52:48,-939.06,Комунальні послуги,Оплата послуг,False
TRX-000067,2023-11-14 07:20:05,-584.87,Концерт в Оперному,Розваги,False
TRX-000068,2024-09-06 19:57:57,-484.84,Суші Master,Їжа та Продукти,False
TRX-000069,2024-05-06 03:56:24,-6945.93,Шахрайський переказ: Переказ на картку ПриватБанку,Інше,True
TRX-000070,2023-04-24 19:21:27,-798.9,Комунальні послуги,Оплата послуг,False
TRX-000071,2024-06-26 03:59:32,-1747.72,Клініка 'Борис',Здоров'я та Краса,False
TRX-000072,2023-09-03 01:13:41,-350.73,Проїзд в автобусі,Транспорт,False
TRX-000073,2025-04-01 16:20:18,25489.19,Фріланс оплата,Дохід,False
TRX-000074,2023-06-10 21:59:04,-3159.22,Переказ на картку ПриватБанку,Перекази,False
TRX-000075,2023-06-16 06:35:25,-1681.09,Rozetka.ua замовлення,Покупки,False
TRX-000076,2023-11-24 04:50:33,-1951.31,Rozetka.ua замовлення,Покупки,False
TRX-000077,2024-02-15 02:01:59,-245.31,Комунальні послуги,Оплата послуг,False
TRX-000078,2023-03-20 21:55:12,-708.5,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000079,2023-03-10 11:40:25,15614.13,Переказ від родичів,Дохід,False
TRX-000080,2024-02-11 22:24:00,-503.8,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000081,2024-10-26 09:19:26,-466.4,Інтернет оплата,Оплата послуг,False
TRX-000082,2023-08-20 13:08:47,-226.24,Комунальні послуги,Оплата послуг,False
TRX-000083,2023-08-19 01:20:11,-181.61,Метрополітен,Транспорт,False
TRX-000084,2023-03-03 23:23:19,-1371.86,Клініка 'Борис',Здоров'я та Краса,False
TRX-000085,2023-06-09 16:25:26,-268.18,Проїзд в автобусі,Транспорт,False
TRX-000086,2024-09-23 06:50:49,-786.57,Несанкціонована транзакція: Невідомий платіж,Інше,True
TRX-000087,2023-10-03 00:59:26,-1250.72,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-000088,2024-05-31 00:46:18,-2926.55,Одяг Zara,Покупки,False
TRX-000089,2024-01-21 12:20:43,-551.42,Суші Master,Їжа та Продукти,False
TRX-000090,2023-03-02 03:45:28,-1157.26,Клініка 'Борис',Здоров'я та Краса,False
TRX-000091,2024-12-16 01:20:54,-505.78,Таксі Bolt,Транспорт,False
TRX-000092,2023-10-28 00:24:01,-326.33,АЗС WOG,Транспорт,False
TRX-000093,2024-03-09 14:32:02,-253.61,Проїзд в автобусі,Транспорт,False
TRX-000094,2025-04-12 23:34:17,-400.97,Метрополітен,Транспорт,False
TRX-000095,2024-02-10 18:48:30,-448.67,Міжнародний платіж: Фора,Інше,True
TRX-000096,2024-05-02 06:44:16,-244.83,Проїзд в автобусі,Транспорт,False
TRX-000097,2025-06-14 16:45:37,-754.75,АТБ,Їжа та Продукти,False
TRX-000098,2023-01-03 15:03:19,-527.01,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000099,2023-04-19 16:48:45,-500.0,Вихідний переказ,Перекази,False
TRX-000100,2023-07-13 14:22:06,-2276.41,Amazon покупка,Покупки,False
TRX-000101,2024-09-26 09:59:28,-240.67,АЗС WOG,Транспорт,False
TRX-000102,2023-10-26 00:19:01,-256.63,Укрзалізниця квиток,Транспорт,False
TRX-000103,2023-09-28 08:12:34,-1181.17,Концерт в Оперному,Розваги,False
TRX-000104,2023-01-01 15:08:04,-466.79,Сільпо,Їжа та Продукти,False
TRX-000105,2025-06-19 23:23:59,-1085.98,Концерт в Оперному,Розваги,False
TRX-000106,2024-11-17 20:54:43,-191.07,Steam покупки,Розваги,False
TRX-000107,2023-09-21 14:33:13,-622.78,Концерт в Оперному,Розваги,False
TRX-000108,2024-06-04 16:43:26,-780.79,Сільпо,Їжа та Продукти,False
TRX-000109,2023-12-15 23:12:39,-12912.26,Аномально велика витрата: Rozetka.ua замовлення,Покупки,True
TRX-000110,2025-01-08 02:22:00,-330.6,Кінотеатр Multiplex,Розваги,False
TRX-000111,2025-06-13 06:34:00,-512.05,Суші Master,Їжа та Продукти,False
TRX-000112,2024-09-12 20:08:19,-992.65,Суші Master,Їжа та Продукти,False
TRX-000113,2023-06-15 13:51:44,-1846.11,Rozetka.ua замовлення,Покупки,False
TRX-000114,2025-03-15 14:51:52,-675.39,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000115,2023-07-08 12:34:35,-591.32,Netflix,Оплата послуг,False
TRX-000116,2025-05-18 06:14:42,-532.53,Steam покупки,Розваги,False
TRX-000117,2025-02-23 03:29:38,-471.42,Проїзд в автобусі,Транспорт,False
TRX-000118,2023-09-05 05:50:12,-2601.55,Одяг Zara,Покупки,False
TRX-000119,2024-01-20 01:45:55,-1395.52,Стоматологія,Здоров'я та Краса,False
TRX-000120,2025-03-20 19:27:56,-372.65,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000121,2023-05-01 08:47:19,-3122.24,Rozetka.ua замовлення,Покупки,False
TRX-000122,2024-05-11 15:38:11,-299.07,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-000123,2023-12-26 06:03:10,-388.03,Таксі Bolt,Транспорт,False
TRX-000124,2023-04-10 18:37:30,-628.57,АЗС WOG,Транспорт,False
TRX-000125,2024-10-07 21:11:13,8037.85,Повернення боргу,Дохід,False
TRX-000126,2025-06-26 08:03:31,-3867.4,Переказ на картку ПриватБанку,Перекази,False
TRX-000127,2025-06-13 07:17:30,-314.95,Метрополітен,Транспорт,False
TRX-000128,2024-04-08 21:05:11,-1597.22,Одяг Zara,Покупки,False
TRX-000129,2025-04-28 09:17:17,-759.47,Rozetka.ua замовлення,Покупки,False
TRX-000130,2024-02-28 23:45:57,-310.28,Метрополітен,Транспорт,False
TRX-000131,2024-09-20 02:01:04,-1150.16,Одяг Zara,Покупки,False
TRX-000132,2025-04-09 17:34:20,13894.37,Повернення боргу,Дохід,False
TRX-000133,2023-02-12 02:26:15,8322.3,Повернення боргу,Дохід,False
TRX-000134,2024-12-18 05:21:56,-809.99,Фора,Їжа та Продукти,False
TRX-000135,2023-11-25 19:16:02,-404.19,Комунальні послуги,Оплата послуг,False
TRX-000136,2024-08-11 22:50:59,-435.59,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000137,2023-05-08 05:41:08,-803.38,Інтернет оплата,Оплата послуг,False
TRX-000138,2024-06-27 15:28:02,-253.83,АТБ,Їжа та Продукти,False
TRX-000139,2023-03-04 12:55:55,-2181.97,Rozetka.ua замовлення,Покупки,False
TRX-000140,2023-02-01 15:49:19,-1522.86,Клуб 'Атлас',Розваги,False
TRX-000141,2023-06-27 16:44:51,-198.13,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000142,2024-02-03 01:27:26,-2147.71,Rozetka.ua замовлення,Покупки,False
TRX-000143,2023-06-27 22:05:41,-2207.91,Rozetka.ua замовлення,Покупки,False
TRX-000144,2023-06-17 22:12:48,-795.46,Комунальні послуги,Оплата послуг,False
TRX-000145,2024-08-06 00:27:27,-114.46,Таксі Bolt,Транспорт,False
TRX-000146,2024-01-13 06:04:52,-235.91,Фора,Їжа та Продукти,False
TRX-000147,2023-07-08 01:15:35,-2417.55,Електроніка Comfy,Покупки,False
TRX-000148,2024-06-23 08:41:40,-674.25,Комунальні послуги,Оплата послуг,False
TRX-000149,2024-06-14 02:01:13,13001.97,Повернення боргу,Дохід,False
TRX-000150,2023-06-13 22:46:27,-351.97,АЗС WOG,Транспорт,False
TRX-000151,2024-12-15 04:19:30,-1455.98,Одяг Zara,Покупки,False
TRX-000152,2025-03-21 12:07:42,-1116.13,Зняття готівки в банкоматі,Інше,False
TRX-000153,2025-04-16 00:32:24,-2234.46,Одяг Zara,Покупки,False
TRX-000154,2024-02-21 22:30:39,-192.85,Таксі Bolt,Транспорт,False
TRX-000155,2023-05-15 15:01:37,-873.15,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000156,2024-12-22 21:35:14,-718.46,Netflix,Оплата послуг,False
TRX-000157,2025-02-06 21:04:55,-404.35,Клініка 'Борис',Здоров'я та Краса,False
TRX-000158,2024-07-05 04:50:00,-2525.24,Amazon покупка,Покупки,False
TRX-000159,2024-03-05 04:02:20,-356.33,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000160,2024-09-23 08:44:19,-796.77,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000161,2025-02-01 11:08:44,-473.79,Метрополітен,Транспорт,False
TRX-000162,2023-12-11 05:42:45,-176.9,Таксі Bolt,Транспорт,False
TRX-000163,2025-06-22 09:57:49,-444.51,Проїзд в автобусі,Транспорт,False
TRX-000164,2024-10-22 23:55:54,-1206.39,Невідомий платіж,Інше,False
TRX-000165,2024-12-05 20:50:58,-664.41,Фора,Їжа та Продукти,False
TRX-000166,2023-10-27 04:03:46,-879.36,Суші Master,Їжа та Продукти,False
TRX-000167,2023-10-15 14:53:11,-450.92,Суші Master,Їжа та Продукти,False
TRX-000168,2025-03-25 23:52:48,-698.51,Кінотеатр Multiplex,Розваги,False
TRX-000169,2024-04-05 04:52:07,-322.1,Сільпо,Їжа та Продукти,False
TRX-000170,2025-04-09 17:59:58,-336.84,АТБ,Їжа та Продукти,False
TRX-000171,2025-05-09 14:43:03,-484.58,Сільпо,Їжа та Продукти,False
TRX-000172,2025-02-01 13:17:03,-568.23,АТБ,Їжа та Продукти,False
TRX-000173,2024-12-30 04:23:11,-669.17,Комунальні послуги,Оплата послуг,False
TRX-000174,2023-03-21 19:27:46,-665.44,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000175,2023-04-12 12:10:47,-301.95,Метрополітен,Транспорт,False
TRX-000176,2023-03-25 06:41:28,-790.71,Піцерія Domino's,Їжа та Продукти,False
TRX-000177,2023-05-13 07:46:27,-867.67,Поповнення мобільного,Інше,False
TRX-000178,2024-10-08 12:05:31,-2088.07,Клуб 'Атлас',Розваги,False
TRX-000179,2024-08-13 21:31:14,-393.85,Укрзалізниця квиток,Транспорт,False
TRX-000180,2025-07-03 05:48:26,-571.42,Зняття готівки в банкоматі,Інше,False
TRX-000181,2023-04-04 13:32:54,-571.64,Кінотеатр Multiplex,Розваги,False
TRX-000182,2023-11-19 18:53:40,-1192.99,Концерт в Оперному,Розваги,False
TRX-000183,2023-09-01 23:30:46,-455.31,Піцерія Domino's,Їжа та Продукти,False
TRX-000184,2023-01-05 03:45:29,-407.1,Проїзд в автобусі,Транспорт,False
TRX-000185,2023-02-20 16:54:07,-594.65,Суші Master,Їжа та Продукти,False
TRX-000186,2024-12-06 07:30:53,11708.68,Переказ від родичів,Дохід,False
TRX-000187,2023-11-04 07:14:05,-172.98,Проїзд в автобусі,Транспорт,False
TRX-000188,2023-08-20 10:43:38,-242.58,Клініка 'Борис',Здоров'я та Краса,False
TRX-000189,2023-09-15 18:02:59,-1642.79,Електроніка Comfy,Покупки,False
TRX-000190,2025-06-03 05:34:36,-6712.8,Вихідний переказ,Перекази,False
TRX-000191,2024-04-17 09:20:28,-2171.27,Amazon покупка,Покупки,False
TRX-000192,2025-02-06 02:01:12,-1095.28,Аномально велика витрата: Проїзд в автобусі,Транспорт,True
TRX-000193,2024-05-15 17:01:10,-1252.03,Кінотеатр Multiplex,Розваги,False
TRX-000194,2025-06-12 12:58:37,-1040.73,Інтернет оплата,Оплата послуг,False
TRX-000195,2024-02-23 16:05:57,-657.74,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000196,2024-11-17 23:30:25,-3382.13,Переказ на картку ПриватБанку,Перекази,False
TRX-000197,2024-11-08 02:58:12,-1422.97,Steam покупки,Розваги,False
TRX-000198,2024-12-31 03:15:27,-307.7,АЗС WOG,Транспорт,False
TRX-000199,2023-06-12 11:45:58,-1436.22,Стоматологія,Здоров'я та Краса,False
TRX-000200,2025-02-08 16:25:26,-713.24,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000201,2025-05-04 13:05:17,8163.97,Зарплата,Дохід,False
TRX-000202,2024-05-17 04:31:13,-776.4,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000203,2023-01-02 18:54:53,-1362.05,Steam покупки,Розваги,False
TRX-000204,2023-10-19 09:35:02,-449.02,Netflix,Оплата послуг,False
TRX-000205,2023-03-22 04:13:35,-560.89,Піцерія Domino's,Їжа та Продукти,False
TRX-000206,2024-03-23 10:30:17,-338.58,Укрзалізниця квиток,Транспорт,False
TRX-000207,2024-01-07 17:39:21,-2019.15,Amazon покупка,Покупки,False
TRX-000208,2025-05-07 21:25:29,-430.79,Таксі Bolt,Транспорт,False
TRX-000209,2023-06-26 06:08:13,-959.34,Інтернет оплата,Оплата послуг,False
TRX-000210,2023-08-28 04:27:34,-601.83,Комунальні послуги,Оплата послуг,False
TRX-000211,2024-02-29 18:01:08,-499.63,Укрзалізниця квиток,Транспорт,False
TRX-000212,2024-01-14 14:56:48,-847.05,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000213,2025-02-28 12:35:37,-2185.84,Rozetka.ua замовлення,Покупки,False
TRX-000214,2024-03-05 03:14:58,-2140.94,Одяг Zara,Покупки,False
TRX-000215,2025-02-27 17:49:57,-269.49,АТБ,Їжа та Продукти,False
TRX-000216,2024-04-08 18:58:07,-249.62,Фітнес-клуб SportLife,Здоров'я та Краса,False
TRX-000217,2024-11-24 16:29:36,-641.26,Комунальні послуги,Оплата послуг,False
TRX-000218,2025-04-24 04:32:28,-171.61,АЗС WOG,Транспорт,False
TRX-000219,2024-01-06 23:18:57,-590.09,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000220,2024-09-30 02:48:20,9861.35,Повернення боргу,Дохід,False
TRX-000221,2024-08-15 05:19:38,-31.73,Таксі Bolt,Транспорт,False
TRX-000222,2023-02-27 12:11:28,-571.46,Піцерія Domino's,Їжа та Продукти,False
TRX-000223,2023-06-05 21:51:48,-792.73,Фітнес-клуб SportLife,Здоров'я та Краса,False
TRX-000224,2024-12-10 19:30:48,12320.79,Переказ від родичів,Дохід,False
TRX-000225,2023-08-28 19:00:12,8427.52,Стипендія,Дохід,False
TRX-000226,2024-09-09 11:15:08,-866.07,Концерт в Оперному,Розваги,False
TRX-000227,2025-04-08 22:52:54,-534.06,АЗС WOG,Транспорт,False
TRX-000228,2025-01-28 00:00:02,-1064.28,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-000229,2023-12-31 16:52:08,-1219.83,Концерт в Оперному,Розваги,False
TRX-000230,2023-05-21 09:35:08,-109.37,Метрополітен,Транспорт,False
TRX-000231,2023-06-06 03:10:53,-658.36,АЗС WOG,Транспорт,False
TRX-000232,2023-03-13 10:40:03,-576.51,Метрополітен,Транспорт,False
TRX-000233,2024-08-05 07:05:19,-504.52,Таксі Bolt,Транспорт,False
TRX-000234,2025-05-29 03:19:38,-1331.51,Клуб 'Атлас',Розваги,False
TRX-000235,2023-05-03 16:09:12,-1006.06,Steam покупки,Розваги,False
TRX-000236,2024-01-10 02:47:07,-710.52,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000237,2024-01-30 12:57:41,-862.0,Інтернет оплата,Оплата послуг,False
TRX-000238,2024-12-23 17:53:54,-685.72,Клініка 'Борис',Здоров'я та Краса,False
TRX-000239,2024-06-20 19:37:12,-777.75,Зняття готівки в банкоматі,Інше,False
TRX-000240,2024-10-21 03:23:01,-664.69,Одяг Zara,Покупки,False
TRX-000241,2023-11-06 11:20:52,-3602.54,Аномально велика витрата: Зняття готівки в банкоматі,Інше,True
TRX-000242,2024-07-11 14:58:02,-1015.33,Криптобіржа: Комунальні послуги,Інше,True
TRX-000243,2024-03-02 09:22:13,10100.22,Зарплата,Дохід,False
TRX-000244,2025-02-10 15:20:07,-673.34,Стоматологія,Здоров'я та Краса,False
TRX-000245,2023-12-24 11:26:07,-1706.18,Концерт в Оперному,Розваги,False
TRX-000246,2023-10-23 08:38:03,-1161.99,Клуб 'Атлас',Розваги,False
TRX-000247,2023-03-03 05:46:48,-2422.27,Аномально велика витрата: Кафе 'Львівські Пляцки',Їжа та Продукти,True
TRX-000248,2023-07-24 03:23:14,15671.45,Стипендія,Дохід,False
TRX-000249,2024-10-07 11:04:41,-575.46,Сільпо,Їжа та Продукти,False
TRX-000250,2024-07-22 08:09:26,-1012.84,Комунальні послуги,Оплата послуг,False
TRX-000251,2024-02-04 04:32:20,-2346.34,Вихідний переказ,Перекази,False
TRX-000252,2024-04-03 11:40:14,-3474.97,Amazon покупка,Покупки,False
TRX-000253,2024-12-28 12:39:34,-634.63,Поповнення мобільного,Інше,False
TRX-000254,2023-12-17 11:31:31,-360.04,Фітнес-клуб SportLife,Здоров'я та Краса,False
TRX-000255,2025-05-15 18:07:13,-264.39,Криптобіржа: Укрзалізниця квиток,Інше,True
TRX-000256,2024-07-26 13:52:09,-1748.8,Концерт в Оперному,Розваги,False
TRX-000257,2024-07-31 01:32:28,-496.11,Сільпо,Їжа та Продукти,False
TRX-000258,2025-05-22 02:47:03,-160.11,Проїзд в автобусі,Транспорт,False
TRX-000259,2023-04-09 04:54:07,-482.02,Steam покупки,Розваги,False
TRX-000260,2024-04-14 10:27:58,-957.95,Кінотеатр Multiplex,Розваги,False
TRX-000261,2023-02-27 19:22:07,-101.01,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000262,2023-12-31 17:58:46,-349.9,Клініка 'Борис',Здоров'я та Краса,False
TRX-000263,2024-07-30 08:18:42,-1617.23,Steam покупки,Розваги,False
TRX-000264,2023-08-29 01:01:52,-1661.63,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-000265,2024-09-25 23:39:46,-38558.73,Аномально велика витрата: Вихідний переказ,Перекази,True
TRX-000266,2024-11-19 18:31:10,-230.15,Таксі Bolt,Транспорт,False
TRX-000267,2023-06-04 08:12:31,-1581.58,Зняття готівки в банкоматі,Інше,False
TRX-000268,2024-07-11 04:19:48,12040.93,Стипендія,Дохід,False
TRX-000269,2023-07-09 18:26:39,-3036.98,Вихідний переказ,Перекази,False
TRX-000270,2023-11-26 11:52:40,-6342.26,Аномально велика витрата: Кінотеатр Multiplex,Розваги,True
TRX-000271,2023-07-15 14:46:57,-1838.03,Rozetka.ua замовлення,Покупки,False
TRX-000272,2025-05-10 22:21:50,-512.18,Сільпо,Їжа та Продукти,False
TRX-000273,2023-12-28 22:49:13,-397.07,Таксі Bolt,Транспорт,False
TRX-000274,2023-01-05 09:43:01,-525.22,Сільпо,Їжа та Продукти,False
TRX-000275,2025-04-19 04:41:31,-120.52,Сільпо,Їжа та Продукти,False
TRX-000276,2023-02-10 01:09:13,-756.11,Фора,Їжа та Продукти,False
TRX-000277,2024-01-05 14:43:59,-446.22,Інтернет оплата,Оплата послуг,False
TRX-000278,2023-03-23 09:34:37,-922.26,Кафе 'Львівські Пляцки',Їжа та Продукти,False
TRX-000279,2023-04-09 17:36:55,-771.71,Комунальні послуги,Оплата послуг,False
TRX-000280,2023-06-19 09:49:41,-310.65,Таксі Bolt,Транспорт,False
TRX-000281,2023-03-09 08:45:56,-2351.46,Електроніка Comfy,Покупки,False
TRX-000282,2023-02-18 09:22:48,11566.01,Повернення боргу,Дохід,False
TRX-000283,2024-10-24 04:37:56,-1610.85,Одяг Zara,Покупки,False
TRX-000284,2024-11-20 01:12:08,12830.39,Зарплата,Дохід,False
TRX-000285,2023-08-19 10:17:09,15539.96,Стипендія,Дохід,False
TRX-000286,2025-06-28 07:58:38,-483.87,Комунальні послуги,Оплата послуг,False
TRX-000287,2025-04-04 04:35:33,-375.55,Піцерія Domino's,Їжа та Продукти,False
TRX-000288,2023-06-04 01:38:27,-1715.61,ЦУМ Київ,Покупки,False
TRX-000289,2025-05-06 11:16:01,-2761.61,Rozetka.ua замовлення,Покупки,False
TRX-000290,2023-12-21 22:51:28,-517.88,Укрзалізниця квиток,Транспорт,False
TRX-000291,2023-05-28 17:03:25,-572.4,Фора,Їжа та Продукти,False
TRX-000292,2024-08-04 10:57:12,-6162.63,Поповнення Sense SuperApp,Перекази,False
TRX-000293,2023-04-15 06:54:40,-374.06,АТБ,Їжа та Продукти,False
TRX-000294,2023-05-31 00:10:58,-2701.4,Amazon покупка,Покупки,False
TRX-000295,2025-05-14 07:00:16,14206.95,Фріланс оплата,Дохід,False
TRX-000296,2023-07-09 21:06:45,-193.48,Укрзалізниця квиток,Транспорт,False
TRX-000297,2023-03-21 22:02:55,-106.16,Невідомий платіж,Інше,False
TRX-000298,2023-06-10 22:30:32,-294.86,Мобільний зв'язок Kyivstar,Оплата послуг,False
TRX-000299,2025-01-19 01:19:25,-366.16,АТБ,Їжа та Продукти,False
TRX-000300,2025-05-14 03:04:48,-474.29,АЗС WOG,Транспорт,False
TRX-000301,2024-10-28 14:28:12,-1776.43,Аптека 'Доброго Дня',Здоров'я та Краса,False
TRX-000302,2024-02-20 11:10:26,10241.93,Стипендія,Дохід,False
TRX-000303,2024-04-24 23:47:02,-4184.17,Криптобіржа: Вихідний переказ,Інше,True
TRX-000304,2023-04-19 02:19:57,-552.32,Суші Master,Їжа та Продукти,False
TRX-000305,2023-05-23 12:58:27,-2009.72,Rozetka.ua замовлення,Покупки,False
TRX-000306,2024-12-05 17:08:27,-439.64,АЗС WOG,Транспорт,False
TRX-000307,2024-05-18 21:52:14,-1581.45,Електроніка Comfy,Покупки,False
TRX-000308,2023-03-23 17:23:57,-6537.94,Аномально велика витрата: Піцерія Domino's,Їжа та Продукти,True
TRX-000309,2024-11-19 08:26:56,-1129.67,Steam покупки,Розваги,False
TRX-000310,2024-10-05 09:53:20,-473.97,Піцерія Domino's,Їжа та Продукти,False
TRX-000311,2024-10-29 20:20:31,-519.4,Суші Master,Їжа та Продукти,False
